編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
RPPPMLPJPHNFFAB97CA,27,.02,共有部份,鋼筋混凝土造,80年11月1日,十二層,
RPPPMLPJPHNFFAB97CA,27,.23,見其他登記事項,鋼筋混凝土造,80年11月1日,十二層,一層
RPPPMLPJPHNFFAB97CA,27,.02,共有部份,鋼筋混凝土造,80年11月1日,十二層,
RPPPMLPJPHNFFAB97CA,27,40.24,見其他登記事項,鋼筋混凝土造,80年11月1日,十二層,地下層
RPSOMLMJPHNFFAB87CA,,67.48,見其他登記事項,鋼筋混凝土造,107年3月13日,五層,二層
RPSOMLMJPHNFFAB87CA,,30.34,見其他登記事項,鋼筋混凝土造,107年3月13日,五層,
RPPOMLQJPHNFFAB97CA,24,46.34,住家用,鋼筋混凝土造,83年11月10日,十二層,四層
RPPOMLQJPHNFFAB97CA,24,20.06,見其他登記事項,鋼筋混凝土造,83年11月10日,十二層,
RPWOMLTJPHNFFAB98CA,24,9.53,共有部份,鋼筋混凝土造,83年1月31日,七層,
RPWOMLTJPHNFFAB98CA,24,126.56,住家用,鋼筋混凝土造,83年1月31日,七層,六層
RPWOMLTJPHNFFAB98CA,24,29.51,共有部份,鋼筋混凝土造,83年1月31日,七層,
RPWOMLTJPHNFFAB98CA,24,6.84,共有部份,鋼筋混凝土造,83年1月31日,七層,
RPWNMLKKPHNFFAB08CA,29,150.32,住商用,鋼筋混凝土造,78年4月24日,四層,一層 二層 三層 四層
RPVOMLOJPHNFFAB38CA,26,52.98,住家用,鋼筋混凝土造,81年2月21日,十四層,九層
RPVOMLOJPHNFFAB38CA,26,16.82,見其他登記事項,鋼筋混凝土造,81年2月21日,十四層,
RPVOMLOJPHNFFAB38CA,26,52.98,住家用,鋼筋混凝土造,81年2月21日,十四層,九層
RPVOMLOJPHNFFAB38CA,26,16.82,見其他登記事項,鋼筋混凝土造,81年2月21日,十四層,
RPPOMLLKPHNFFAB57CA,23,97.95,住家用,鋼筋混凝土造,84年1月23日,十六層,十二層
RPPOMLLKPHNFFAB57CA,23,38.28,見其他登記事項,鋼筋混凝土造,84年1月23日,十六層,
RPPOMLLKPHNFFAB57CA,23,6.74,共有部份,鋼筋混凝土造,84年1月23日,十六層,
RPWOMLPJPHNFFAB58CA,12,93.35,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,十九層
RPWOMLPJPHNFFAB58CA,12,15.09,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,
RPWOMLPJPHNFFAB58CA,12,.08,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,一層
RPWOMLPJPHNFFAB58CA,12,30.70,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,
RPWOMLPJPHNFFAB58CA,12,.00,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,
RPWOMLPJPHNFFAB58CA,12,.90,見其他登記事項,鋼筋混凝土造,95年6月22日,三十二層,
RPOPMLLKPHNFFAB57CA,20,52.59,見其他登記事項,鋼筋混凝土造,87年5月28日,十四層,一層 騎樓
RPOPMLLKPHNFFAB57CA,20,7.19,共有部份,鋼筋混凝土造,87年5月28日,十四層,
RPXNMLNKPHNFFAB48CA,37,292.89,住商用,鋼筋混凝土造,70年7月29日,四層,一層 二層 三層 四層 騎樓 地下層
RPSNMLQKPHNFFAB28CA,22,45.44,見其他登記事項,鋼筋混凝土造,85年5月3日,十六層,八層
RPSNMLQKPHNFFAB28CA,22,6.89,見其他登記事項,鋼筋混凝土造,85年5月3日,十六層,
RPROMLNKPHNFFAB97CA,27,184.02,商業用,鋼筋混凝土造,80年11月2日,五層,一層 二層
RPROMLNKPHNFFAB97CA,27,42.44,見其他登記事項,鋼筋混凝土造,80年11月2日,五層,
RPROMLNKPHNFFAB97CA,27,232.34,住家用,鋼筋混凝土造,80年11月2日,五層,三層 四層
RPROMLNKPHNFFAB97CA,27,42.44,見其他登記事項,鋼筋混凝土造,80年11月2日,五層,
RPROMLNKPHNFFAB97CA,27,110.76,住家用,鋼筋混凝土造,80年11月2日,五層,五層
RPROMLNKPHNFFAB97CA,27,21.22,見其他登記事項,鋼筋混凝土造,80年11月2日,五層,
RPSOMLMKPHNFFAB97CA,50,87.48,住家用,見其他登記事項,57年5月4日,二層,一層 二層
RPTPMLKKPHNFFAB97CA,6,.13,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,一層
RPTPMLKKPHNFFAB97CA,6,30.07,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,
RPSPMLKKPHNFFAB87CA,6,67.24,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,五層
RPSPMLKKPHNFFAB87CA,6,16.79,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,
RPSPMLKKPHNFFAB87CA,6,16.61,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,
RPQPMLOLPHNFFAB18CA,18,101.11,見其他登記事項,鋼筋混凝土造,89年8月15日,十六層,十六層
RPSPMLKKPHNFFAB87CA,6,.13,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,一層
RPQPMLOLPHNFFAB18CA,18,20.75,見其他登記事項,鋼筋混凝土造,89年8月15日,十六層,
RPSPMLKKPHNFFAB87CA,6,30.07,見其他登記事項,鋼筋混凝土造,100年11月30日,十五層,
RPQPMLOLPHNFFAB18CA,18,19.54,見其他登記事項,鋼筋混凝土造,89年8月15日,十六層,
RPOQMLPJPHNFFAB97CA,33,188.30,住工用,加強磚造,74年10月30日,二層,一層 二層
RPWOMLSKPHNFFAB98CA,18,83.54,見其他登記事項,鋼筋混凝土造,89年5月18日,十四層,一層 二層
RPWOMLSKPHNFFAB98CA,18,18.67,共有部份,鋼筋混凝土造,89年5月18日,十四層,
RPUQMLQLPHNFFAB88CA,20,103.71,住家用,鋼筋混凝土造,87年9月30日,十三層,八層
RPUQMLQLPHNFFAB88CA,20,53.62,共有部份,鋼筋混凝土造,87年9月30日,十三層,
RPQPMLRKPHNFFAB38CA,34,70.78,住家用,鋼筋混凝土造,73年9月8日,七層,四層
RPQPMLRKPHNFFAB38CA,34,18.78,共有部份,鋼筋混凝土造,73年9月8日,七層,
RPORMLNJPHNFFBB97CA,22,84.56,住家用,鋼筋混凝土造,85年8月12日,二十二層,二十層
RPORMLNJPHNFFBB97CA,22,1.50,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPORMLNJPHNFFBB97CA,22,13.04,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPORMLNJPHNFFBB97CA,22,1.08,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPORMLNJPHNFFBB97CA,22,9.14,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPVOMLOJPHNFFBB48CA,25,93.38,住家用,鋼筋混凝土造,82年8月3日,八層,四層
RPVOMLOJPHNFFBB48CA,25,24.25,共有部份,鋼筋混凝土造,82年8月3日,八層,
RPUPMLNJPHNFFBB38CA,26,25.06,住家用,鋼筋混凝土造,81年4月30日,六層,四層
RPUPMLNJPHNFFBB38CA,26,11.78,共有部份,鋼筋混凝土造,81年4月30日,六層,
RPRPMLNJPHNFFBB08CA,33,78.50,住家用,鋼筋混凝土造,73年11月23日,五層,四層
RPRPMLNJPHNFFBB08CA,33,9.78,共有部份,鋼筋混凝土造,73年11月23日,五層,
RPPQMLOJPHNFFBB08CA,3,113.38,見其他登記事項,鋼筋混凝土造,104年8月24日,十四層,二層
RPPQMLOJPHNFFBB08CA,3,39.34,見其他登記事項,鋼筋混凝土造,104年8月24日,十四層,
RPPQMLOJPHNFFBB08CA,3,49.66,見其他登記事項,鋼筋混凝土造,104年8月24日,十四層,
RPXQMLNJPHNFFBB78CA,2,84.11,見其他登記事項,鋼筋混凝土造,105年11月23日,十二層,九層
RPXQMLOJPHNFFBB88CA,23,49.54,商業用,鋼筋混凝土造,84年11月14日,九層,一層 騎樓
RPXQMLNJPHNFFBB78CA,2,72.84,見其他登記事項,鋼筋混凝土造,105年11月23日,十二層,
RPXQMLOJPHNFFBB88CA,23,25.34,共有部份,鋼筋混凝土造,84年11月14日,九層,
RPQSMLOJPHNFFBB38CA,23,118.53,住家用,鋼筋混凝土造,84年6月9日,十四層,三層
RPQSMLOJPHNFFBB38CA,23,34.56,共有部份,鋼筋混凝土造,84年6月9日,十四層,
RPOOMLTJPHNFFBB28CA,6,56.77,見其他登記事項,鋼筋混凝土造,101年7月25日,十五層,
RPOOMLTJPHNFFBB28CA,6,83.68,住家用,鋼筋混凝土造,101年7月25日,十五層,十五層
RPOOMLTJPHNFFBB28CA,6,21.38,見其他登記事項,鋼筋混凝土造,101年7月25日,十五層,
RPRQMLOJPHNFFBB28CA,32,96.24,住家用,鋼筋混凝土造,75年10月15日,五層,一層
RPRQMLOJPHNFFBB28CA,32,8.11,共有部份,鋼筋混凝土造,75年10月15日,五層,
RPWNMLMKPHNFFBB38CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,三層
RPWNMLMKPHNFFBB38CA,,71.48,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPVNMLMKPHNFFBB28CA,,61.89,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,二層
RPVNMLMKPHNFFBB28CA,,65.39,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPSRMLKKPHNFFBB18CA,24,110.89,住家用,鋼筋混凝土造,83年10月26日,十三層,三層
RPSRMLKKPHNFFBB18CA,24,20.49,共有部份,鋼筋混凝土造,83年10月26日,十三層,
RPTSMLOJPHNFFBB68CA,9,89.74,住家用,鋼筋混凝土造,98年6月11日,十九層,十六層
RPTSMLOJPHNFFBB68CA,9,64.86,共有部份,鋼筋混凝土造,98年6月11日,十九層,
RPTSMLOJPHNFFBB68CA,9,89.74,住家用,鋼筋混凝土造,98年6月11日,十九層,十六層
RPTSMLOJPHNFFBB68CA,9,64.86,共有部份,鋼筋混凝土造,98年6月11日,十九層,
RPQOMLMKPHNFFBB87CA,20,112.04,住家用,鋼筋混凝土造,87年9月24日,九層,八層
RPQOMLMKPHNFFBB87CA,20,.23,見其他登記事項,鋼筋混凝土造,87年9月24日,九層,一層
RPQOMLMKPHNFFBB87CA,20,58.53,共有部份,鋼筋混凝土造,87年9月24日,九層,
RPXNMLMKPHNFFBB48CA,,63.41,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,四層
RPXNMLMKPHNFFBB48CA,,65.39,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPOOMLMKPHNFFBB67CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,四層
RPOOMLMKPHNFFBB67CA,,71.48,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPWPMLMKPHNFFBB58CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,四層
RPWPMLMKPHNFFBB58CA,,75.54,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPRQMLMKPHNFFBB18CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,七層
RPRQMLMKPHNFFBB18CA,,71.48,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPOQMLMKPHNFFBB87CA,,108.34,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,六層
RPOQMLMKPHNFFBB87CA,,117.01,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPRPMLMKPHNFFBB08CA,34,88.66,見其他登記事項,鋼筋混凝土造,73年4月11日,七層,四層
RPVQMLMKPHNFFBB58CA,,108.34,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,十三層
RPVQMLMKPHNFFBB58CA,,117.01,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPWQMLMKPHNFFBB68CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十三層
RPWQMLMKPHNFFBB68CA,,75.54,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPWNMLNKPHNFFBB48CA,,63.41,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十四層
RPXQMLMKPHNFFBB78CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十三層
RPWNMLNKPHNFFBB48CA,,66.55,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPXQMLMKPHNFFBB78CA,,75.54,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPUQMLMKPHNFFBB48CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十二層
RPUQMLMKPHNFFBB48CA,,75.54,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPPQMLRKPHNFFBB48CA,26,43.39,商業用,鋼筋混凝土造,81年9月3日,十層,六層
RPPQMLRKPHNFFBB48CA,26,29.75,共有部份,鋼筋混凝土造,81年9月3日,十層,
RPXPMLMKPHNFFBB68CA,,63.41,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,五層
RPXPMLMKPHNFFBB68CA,,65.39,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPTQMLMKPHNFFBB38CA,,63.41,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十一層
RPTQMLMKPHNFFBB38CA,,65.25,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPORMLMKPHNFFBB97CA,,63.41,見其他登記事項,鋼筋混凝土造,107年4月25日,十四層,十四層
RPORMLMKPHNFFBB97CA,,65.39,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPUQMLRKPHNFFBB98CA,,84.42,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,六層
RPUQMLRKPHNFFBB98CA,,71.48,見其他登記事項,鋼筋混凝土造,107年4月25日,十五層,
RPRQMLQLPHNFFBB68CA,24,95.80,住家用,鋼筋混凝土造,83年12月7日,十一層,七層
RPRQMLQLPHNFFBB68CA,24,26.28,共有部份,鋼筋混凝土造,83年12月7日,十一層,
RPSQMLSKPHNFFBB88CA,27,71.70,見其他登記事項,鋼筋混凝土造,80年7月30日,十五層,地下三層
RPSQMLSKPHNFFBB88CA,27,8.47,共有部份,鋼筋混凝土造,80年7月30日,十五層,
RPSQMLSKPHNFFBB88CA,27,71.69,見其他登記事項,鋼筋混凝土造,80年7月30日,十五層,地下二層
RPSQMLSKPHNFFBB88CA,27,419.49,商業用,鋼筋混凝土造,80年7月30日,十五層,九層
RPVPMLKLPHNFFBB38CA,23,100.80,住家用,鋼筋混凝土造,84年4月15日,二十六層,十八層
RPVPMLKLPHNFFBB38CA,23,13.23,共有部份,鋼骨鋼筋混凝土造,84年4月15日,二十六層,
RPVPMLKLPHNFFBB38CA,23,18.26,共有部份,鋼骨鋼筋混凝土造,84年4月15日,二十六層,
RPVPMLKLPHNFFBB38CA,23,.00,共有部份,鋼骨鋼筋混凝土造,84年4月15日,二十六層,
RPVPMLKLPHNFFBB38CA,23,.00,共有部份,鋼骨鋼筋混凝土造,84年4月15日,二十六層,
RPOSMLSKPHNFFBB68CA,5,172.61,住家用,鋼筋混凝土造,102年9月10日,二十一層,六層
RPOSMLSKPHNFFBB68CA,5,51.13,見其他登記事項,鋼筋混凝土造,102年9月10日,二十一層,
RPOSMLSKPHNFFBB68CA,5,93.06,見其他登記事項,鋼筋混凝土造,102年9月10日,二十一層,
RPWTMLTKPHNFFBB07CA,,56.38,見其他登記事項,鋼筋混凝土造,107年4月27日,十二層,二層
RPWTMLTKPHNFFBB07CA,,17.09,見其他登記事項,鋼筋混凝土造,107年4月27日,十二層,
RPWTMLTKPHNFFBB07CA,,30.92,見其他登記事項,鋼筋混凝土造,107年4月27日,十二層,
RPQNMLNLPHNFFBB97CA,1,101.56,見其他登記事項,鋼筋混凝土造,106年2月18日,十三層,十三層
RPQNMLNLPHNFFBB97CA,1,65.50,見其他登記事項,鋼筋混凝土造,106年2月18日,十三層,
RPQNMLNLPHNFFBB97CA,1,28.59,見其他登記事項,鋼筋混凝土造,106年2月18日,十三層,
RPPOMLNLPHNFFBB97CA,37,93.69,住家用,鋼筋混凝土造,70年6月8日,五層,五層
RPQNMLKLPHNFFBB67CA,10,37.78,住家用,鋼筋混凝土造,97年11月28日,十七層,十五層
RPQNMLKLPHNFFBB67CA,10,7.89,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPQNMLKLPHNFFBB67CA,10,16.13,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPPOMLQLPHNFFBB28CA,38,29.75,住家用,鋼筋混凝土造,69年11月19日,八層,五層
RPQPMLNJPHNFFCB08CA,2,135.79,見其他登記事項,鋼筋混凝土造,105年12月3日,二十一層,八層
RPQPMLNJPHNFFCB08CA,2,130.72,見其他登記事項,鋼筋混凝土造,105年12月3日,二十一層,
RPSNMLNJPHNFFCB08CA,22,67.63,見其他登記事項,鋼筋混凝土造,85年6月15日,十二層,三層
RPSNMLNJPHNFFCB08CA,22,48.84,見其他登記事項,鋼筋混凝土造,85年6月15日,十二層,
RPVOMLRLPHNFFBB98CA,24,87.39,住家用,鋼筋混凝土造,83年12月7日,十一層,七層
RPVOMLRLPHNFFBB98CA,24,24.15,共有部份,鋼筋混凝土造,83年12月7日,十一層,
RPPNMLNJPHNFFCB77CA,8,189.91,住家用,鋼筋混凝土造,99年6月4日,二十層,十五層
RPPNMLNJPHNFFCB77CA,8,123.32,見其他登記事項,鋼筋混凝土造,99年6月4日,二十層,
RPPNMLNJPHNFFCB77CA,8,31.66,見其他登記事項,鋼筋混凝土造,99年6月4日,二十層,
RPRPMLNJPHNFFCB18CA,19,14.85,住家用,鋼筋混凝土造,88年5月29日,八層,八層
RPRPMLNJPHNFFCB18CA,19,4.31,共有部分,鋼筋混凝土造,88年5月29日,八層,
RPRPMLNJPHNFFCB18CA,19,5.28,共有部分,鋼筋混凝土造,88年5月29日,八層,
RPRPMLPJPHNFFCB38CA,13,134.81,住家用,鋼筋混凝土造,94年7月4日,九層,二層
RPRPMLPJPHNFFCB38CA,13,80.85,見其他登記事項,鋼筋混凝土造,94年7月4日,十七層,
RPUNMLOJPHNFFCB38CA,14,19.48,見其他登記事項,見其他登記事項,93年2月19日,十四層,
RPSOMLPJPHNFFCB38CA,24,109.88,住商用,鋼筋混凝土造,83年7月19日,七層,一層 二層 騎樓
RPSOMLPJPHNFFCB38CA,24,28.32,共有部分,鋼筋混凝土造,83年7月19日,七層,
RPROMLPJPHNFFCB28CA,7,64.64,住家用,鋼筋混凝土造,100年7月28日,十二層,十一層
RPROMLPJPHNFFCB28CA,7,17.35,見其他登記事項,鋼筋混凝土造,100年7月28日,十二層,
RPROMLPJPHNFFCB28CA,7,34.80,見其他登記事項,鋼筋混凝土造,100年7月28日,十二層,
RPQRMLQJPHNFFCB58CA,24,100.47,住家用,鋼筋混凝土造,83年1月4日,十三層,五層
RPQRMLQJPHNFFCB58CA,24,31.02,共有部分,鋼筋混凝土造,83年1月4日,十三層,
RPWPMLPJPHNFFCB88CA,24,96.00,住商用,鋼筋混凝土造,83年10月21日,十五層,一層 二層
RPWPMLPJPHNFFCB88CA,24,27.31,共有部分,鋼筋混凝土造,83年10月21日,十五層,
RPTNMLRJPHNFFCB58CA,11,96.18,住家用,鋼筋混凝土造,96年10月12日,十五層,三層
RPTNMLRJPHNFFCB58CA,11,16.59,見其他登記事項,鋼筋混凝土造,96年10月12日,十五層,
RPTNMLRJPHNFFCB58CA,11,29.13,見其他登記事項,鋼筋混凝土造,96年10月12日,十五層,
RPRQMLTJPHNFFCB88CA,24,16.37,住家用,鋼筋混凝土造,83年9月8日,十三層,五層
RPRQMLTJPHNFFCB88CA,24,8.71,共有部分,鋼筋混凝土造,83年9月8日,十三層,
RPTQMLMKPHNFFCB48CA,24,105.79,住家用,鋼筋混凝土造,83年6月22日,十三層,三層
RPTQMLMKPHNFFCB48CA,24,44.99,共有部分,鋼筋混凝土造,83年6月22日,十三層,
RPWRMLQJPHNFFCB56CA,21,109.64,見其他登記事項,鋼筋混凝土造,86年1月18日,二十一層,十九層
RPWRMLQJPHNFFCB56CA,21,49.57,共有部分,鋼筋混凝土造,86年1月18日,二十一層,
RPROMLNKPHNFFCB18CA,3,180.24,住家用,鋼筋混凝土造,103年11月25日,二十九層,二十五層
RPROMLNKPHNFFCB18CA,3,45.70,見其他登記事項,鋼筋混凝土造,103年11月25日,二十九層,
RPROMLNKPHNFFCB18CA,3,84.94,見其他登記事項,鋼筋混凝土造,103年11月25日,二十九層,
RPQNMLLKPHNFFCB77CA,27,22.89,見其他登記事項,鋼筋混凝土造,80年12月6日,十二層,地下一層
RPVOMLKKPHNFFCB28CA,6,38.32,住家用,鋼筋混凝土造,101年11月21日,十四層,六層
RPVOMLKKPHNFFCB28CA,6,15.72,見其他登記事項,鋼筋混凝土造,101年11月21日,十四層,
RPVOMLKKPHNFFCB28CA,6,36.33,見其他登記事項,鋼筋混凝土造,101年11月21日,十四層,
RPQNMLTJPHNFFCB48CA,24,601.68,住商用,鋼筋混凝土造,83年4月6日,六層,一層 二層
RPQNMLTJPHNFFCB48CA,24,353.69,共有部分,鋼筋混凝土造,83年4月6日,六層,
RPVQMLKKPHNFFCB48CA,30,57.94,住家用,鋼筋混凝土造,77年9月17日,五層,五層
RPVQMLKKPHNFFCB48CA,30,7.48,共有部分,鋼筋混凝土造,77年9月17日,五層,
RPQPMLSKPHNFFCB68CA,21,22.79,住家用,鋼筋混凝土造,86年2月3日,十五層,十層
RPVNMLSKPHNFFCB98CA,20,113.19,住家用,鋼筋混凝土造,87年9月11日,十九層,十三層
RPQPMLSKPHNFFCB68CA,21,2.15,住家用,鋼筋混凝土造,86年2月3日,十五層,三層
RPVNMLSKPHNFFCB98CA,20,40.36,共有部分,鋼筋混凝土造,87年9月11日,十九層,
RPQPMLSKPHNFFCB68CA,21,12.50,共有部分,鋼筋混凝土造,86年2月3日,十五層,
RPQPMLSKPHNFFCB68CA,21,.00,共有部分,鋼筋混凝土造,86年2月3日,十五層,
RPSNMLTKPHNFFCB78CA,29,93.93,住家用,鋼筋混凝土造,78年11月24日,六層,六層
RPSNMLTKPHNFFCB78CA,29,46.16,共有部分,鋼筋混凝土造,78年11月24日,六層,
RPROMLPLPHNFFCB48CA,4,165.29,住家用,鋼筋混凝土造,103年10月15日,十四層,二層
RPROMLPLPHNFFCB48CA,4,95.34,見其他登記事項,鋼筋混凝土造,103年10月15日,十四層,
RPTPMLTKPHNFFCB09CA,12,46.19,住家用,鋼筋混凝土造,95年11月13日,十五層,四層
RPROMLPLPHNFFCB48CA,4,41.95,見其他登記事項,鋼筋混凝土造,103年10月15日,十四層,
RPTPMLTKPHNFFCB09CA,12,17.31,見其他登記事項,鋼筋混凝土造,95年11月13日,十五層,
RPQPMLPLPHNFFCB48CA,2,107.17,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十三層
RPQPMLPLPHNFFCB48CA,2,75.61,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPWOMLPLPHNFFCB98CA,2,104.74,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十一層
RPWOMLPLPHNFFCB98CA,2,74.39,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPTRMLTKPHNFFCB66CA,22,89.39,見其他登記事項,鋼筋混凝土造,85年9月23日,十二層,九層
RPTRMLTKPHNFFCB66CA,22,48.90,共有部分,鋼筋混凝土造,85年9月23日,十二層,
RPOPMLPLPHNFFCB28CA,2,107.17,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十二層
RPOPMLPLPHNFFCB28CA,2,75.61,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPWNMLSKPHNFFCB09CA,3,370.34,見其他登記事項,見其他登記事項,104年7月23日,四十一層,十六層
RPWNMLSKPHNFFCB09CA,3,132.58,見其他登記事項,見其他登記事項,104年7月23日,四十一層,
RPWNMLSKPHNFFCB09CA,3,150.87,見其他登記事項,見其他登記事項,104年7月23日,四十一層,
RPPPMLPLPHNFFCB38CA,2,104.74,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十二層
RPPPMLPLPHNFFCB38CA,2,74.39,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPRPMLPLPHNFFCB58CA,2,109.88,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十三層
RPRPMLPLPHNFFCB58CA,2,76.90,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPPNMLPJPHNFFDB08CA,30,125.01,住家用,加強磚造,77年9月12日,二層,一層 二層 見其他登記事項
RPUPMLKLPHNFFCB38CA,25,174.77,住家用,鋼筋混凝土造,82年5月8日,七層,三層
RPUPMLKLPHNFFCB38CA,25,71.76,共有部分,鋼筋混凝土造,82年5月8日,七層,
RPVNMLQLPHNFFCB88CA,25,14.01,住家用,鋼筋混凝土造,82年8月28日,六層,二層
RPVNMLQLPHNFFCB88CA,25,22.51,共有部分,鋼筋混凝土造,82年8月28日,六層,
RPOOMLTJPHNFFDB48CA,45,112.77,見其他登記事項,加強磚造,62年6月15日,二層,一層 二層 騎樓
RPSNMLTJPHNFFDB78CA,8,195.51,見其他登記事項,見其他登記事項,99年3月5日,三層,一層 二層 三層 見其他登記事項
RPSPMLPLPHNFFCB68CA,2,104.74,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,十四層
RPSPMLPLPHNFFCB68CA,2,74.39,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPSNMLSKPHNFFDB78CA,21,100.97,住家用,鋼筋混凝土造,86年7月1日,十一層,三層
