編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
RPQPMLKKPHNFFAF08CA,,63.29,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQPMLKKPHNFFAF08CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSPMLKKPHNFFAF28CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十七層
RPSPMLKKPHNFFAF28CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXPMLKKPHNFFAF78CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月14日,二十三層,十三層
RPXPMLKKPHNFFAF78CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXPMLKKPHNFFAF78CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOQMLKKPHNFFAF97CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,十層
RPOQMLKKPHNFFAF97CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOQMLKKPHNFFAF97CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUPMLKKPHNFFAF48CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,五層
RPUPMLKKPHNFFAF48CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUPMLKKPHNFFAF48CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQQMLKKPHNFFAF18CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,四層
RPQQMLKKPHNFFAF18CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQQMLKKPHNFFAF18CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRQMLKKPHNFFAF28CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,五層
RPRQMLKKPHNFFAF28CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPROMLKKPHNFFAF08CA,,104.78,見其他登記事項,鋼筋混凝土造,107年1月14日,二十三層,九層
RPROMLKKPHNFFAF08CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSOMLKKPHNFFAF18CA,,56.77,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,十二層
RPROMLKKPHNFFAF08CA,,43.92,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSOMLKKPHNFFAF18CA,,23.83,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPVRMLMKPHNFFAF98CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,九層
RPVRMLMKPHNFFAF98CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPORMLMKPHNFFAF28CA,,106.77,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,七層
RPORMLMKPHNFFAF28CA,,45.62,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPORMLMKPHNFFAF28CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPURMLMKPHNFFAF88CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,七層
RPURMLMKPHNFFAF88CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPURMLMKPHNFFAF88CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPPRMLMKPHNFFAF38CA,,101.37,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,六層
RPPRMLMKPHNFFAF38CA,,42.44,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPPRMLMKPHNFFAF38CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPTRMLMKPHNFFAF78CA,,104.78,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,五層
RPTRMLMKPHNFFAF78CA,,43.92,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRRMLMKPHNFFAF58CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,六層
RPTRMLMKPHNFFAF78CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRRMLMKPHNFFAF58CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRRMLMKPHNFFAF58CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXQMLMKPHNFFAF09CA,,105.15,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,十三層
RPWQMLKKPHNFFAF78CA,,104.04,見其他登記事項,鋼筋混凝土造,107年1月14日,二十三層,二十一層
RPWQMLKKPHNFFAF78CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWQMLKKPHNFFAF78CA,,43.58,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXQMLMKPHNFFAF09CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXQMLMKPHNFFAF09CA,,44.15,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUQMLKKPHNFFAF58CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十九層
RPUQMLKKPHNFFAF58CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUQMLKKPHNFFAF58CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSRMLMKPHNFFAF68CA,,104.20,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,六層
RPSRMLMKPHNFFAF68CA,,43.69,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSRMLMKPHNFFAF68CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOSMLMKPHNFFAF38CA,,104.04,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,二十一層
RPOSMLMKPHNFFAF38CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOSMLMKPHNFFAF38CA,,43.58,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXNNLMKPHNFFAF88CA,,40.64,見其他登記事項,鋼筋混凝土造,107年3月28日,七層,二層
RPXNNLMKPHNFFAF88CA,,32.90,見其他登記事項,鋼筋混凝土造,107年3月28日,七層,
RPSSMLMKPHNFFAF78CA,,104.04,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十一層
RPSSMLMKPHNFFAF78CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPSSMLMKPHNFFAF78CA,,43.58,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWRMLMKPHNFFAF09CA,,104.78,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,九層
RPWRMLMKPHNFFAF09CA,,43.92,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWRMLMKPHNFFAF09CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWSMLNKPHNFFAF66CA,,132.23,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,十九層
RPWSMLNKPHNFFAF66CA,,56.06,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWSMLNKPHNFFAF66CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQSMLMKPHNFFAF58CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十九層
RPQSMLMKPHNFFAF58CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQSMLMKPHNFFAF58CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPVSMLNKPHNFFAF56CA,,130.77,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,二層
RPVSMLNKPHNFFAF56CA,,56.06,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPVSMLNKPHNFFAF56CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXSMLNKPHNFFAF76CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,三層
RPXSMLNKPHNFFAF76CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPPTMLNKPHNFFAF68CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,五層
RPPTMLNKPHNFFAF68CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWNNLMKPHNFFAF78CA,,40.64,見其他登記事項,鋼筋混凝土造,107年3月28日,七層,三層
RPWNNLMKPHNFFAF78CA,,32.90,見其他登記事項,鋼筋混凝土造,107年3月28日,七層,
RPQTMLNKPHNFFAF78CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,九層
RPQTMLNKPHNFFAF78CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQTMLNKPHNFFAF78CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUTMLNKPHNFFAF56CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,十層
RPUTMLNKPHNFFAF56CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUTMLNKPHNFFAF56CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWTMLNKPHNFFAF76CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,十七層
RPWTMLNKPHNFFAF76CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWTMLNKPHNFFAF76CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRUMLNKPHNFFAF98CA,,104.20,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,十二層
RPRUMLNKPHNFFAF98CA,,43.69,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRUMLNKPHNFFAF98CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUUMLNKPHNFFAF66CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,十九層
RPUUMLNKPHNFFAF66CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPUUMLNKPHNFFAF66CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPTUMLNKPHNFFAF56CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,六層
RPTUMLNKPHNFFAF56CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWUMLNKPHNFFAF86CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,三層
RPWUMLNKPHNFFAF86CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWUMLNKPHNFFAF86CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOUMLNKPHNFFAF68CA,,132.23,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,九層
RPOUMLNKPHNFFAF68CA,,56.06,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOUMLNKPHNFFAF68CA,,63.29,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOVMLNKPHNFFAF78CA,,56.77,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,九層
RPOVMLNKPHNFFAF78CA,,23.83,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXUMLNKPHNFFAF96CA,,104.04,見其他登記事項,鋼筋混凝土造,107年1月4日,二十三層,九層
RPXUMLNKPHNFFAF96CA,,43.58,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPQOMLSKPHNFFAF78CA,35,88.34,住家用,鋼筋混凝土造,72年8月20日,五層,五層
RPURMLSKPHNFFAF86CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPURMLSKPHNFFAF86CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,二十一層
RPRNMLSKPHNFFAF78CA,,63.29,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPRNMLSKPHNFFAF78CA,,104.78,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,七層
RPRNMLSKPHNFFAF78CA,,43.92,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPTRMLSKPHNFFAF76CA,,23.26,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPTRMLSKPHNFFAF76CA,,55.57,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十七層
RPVRMLSKPHNFFAF96CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPVRMLSKPHNFFAF96CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十三層
RPOSMLSKPHNFFAF98CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十一層,九層
RPOSMLSKPHNFFAF98CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPOSMLSKPHNFFAF98CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPTNMLMLPHNFFAF48CA,7,98.82,住家用,鋼筋混凝土造,100年6月2日,十四層,二層
RPTNMLMLPHNFFAF48CA,7,15.36,見其他登記事項,鋼筋混凝土造,100年6月2日,十四層,
RPTNMLMLPHNFFAF48CA,7,1.92,見其他登記事項,鋼筋混凝土造,100年6月2日,十四層,
RPTNMLMLPHNFFAF48CA,7,30.03,見其他登記事項,鋼筋混凝土造,100年6月2日,十四層,
RPTNMLMLPHNFFAF48CA,7,73.93,見其他登記事項,鋼筋混凝土造,100年6月2日,十四層,
RPXRMLSKPHNFFAF17CA,,31.65,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPXRMLSKPHNFFAF17CA,,99.98,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,十八層
RPXRMLSKPHNFFAF17CA,,41.88,見其他登記事項,鋼筋混凝土造,107年1月4日,二十四層,
RPWVMLKLPHNFFAF76CA,23,72.13,住家用,鋼筋混凝土造,83年12月31日,十六層,五層
RPWVMLKLPHNFFAF76CA,23,18.52,共有部份,鋼筋混凝土造,83年12月31日,十六層,
RPVPMLNJPHNFFBF88CA,37,83.97,住家用,鋼筋混凝土造,70年11月9日,四層,四層
RPXPMLNJPHNFFBF09CA,38,102.28,住家用,加強磚造,69年8月6日,二層,一層 二層 陽台 平台
RPRNMLNJPHNFFBF28CA,33,2651.19,見其他登記事項,鋼筋混凝土造,74年5月29日,五層,一層 二層 三層 四層 五層 騎樓 停車場
RPUOMLOJPHNFFBF78CA,2,96.87,見其他登記事項,鋼筋混凝土造,105年9月14日,二十一層,九層
RPUOMLOJPHNFFBF78CA,2,18.70,見其他登記事項,鋼筋混凝土造,105年9月14日,二十一層,
RPUOMLOJPHNFFBF78CA,2,32.45,見其他登記事項,鋼筋混凝土造,105年9月14日,二十一層,
RPUOMLOJPHNFFBF78CA,2,.16,見其他登記事項,鋼筋混凝土造,105年9月14日,二十一層,
RPVOMLPJPHNFFBF98CA,24,41.60,工業用,鋼筋混凝土造,83年5月26日,十層,地下一層
RPVOMLPJPHNFFBF98CA,24,2.95,共有部分,鋼筋混凝土造,83年5月26日,十層,
RPVOMLPJPHNFFBF98CA,24,4.12,共有部分,鋼筋混凝土造,83年5月26日,十層,
RPWQMLNJPHNFFBF09CA,21,82.03,住家用,鋼筋混凝土造,86年7月18日,十五層,七層
RPWQMLNJPHNFFBF09CA,21,46.51,共有部分,鋼筋混凝土造,86年7月18日,十五層,
RPWQMLNJPHNFFBF09CA,21,14.60,共有部分,鋼筋混凝土造,86年7月18日,十五層,
RPWQMLNJPHNFFBF09CA,21,15.41,共有部分,鋼筋混凝土造,86年7月18日,十五層,
RPTQMLOJPHNFFBF88CA,1,62.43,見其他登記事項,鋼筋混凝土造,106年3月31日,十三層,八層
RPTQMLOJPHNFFBF88CA,1,54.93,見其他登記事項,鋼筋混凝土造,106年3月31日,十三層,
RPUQMLOJPHNFFBF98CA,1,62.43,見其他登記事項,鋼筋混凝土造,106年3月31日,十三層,三層
RPUQMLOJPHNFFBF98CA,1,54.93,見其他登記事項,鋼筋混凝土造,106年3月31日,十三層,
RPVRMLPJPHNFFBF66CA,,85.12,見其他登記事項,鋼筋混凝土造,107年2月9日,十三層,十一層
RPVRMLPJPHNFFBF66CA,,63.99,見其他登記事項,鋼筋混凝土造,107年2月9日,十三層,
RPWSMLPJPHNFFBF86CA,12,86.57,住家用,鋼筋混凝土造,95年3月14日,十四層,六層
RPWSMLPJPHNFFBF86CA,12,59.40,共有部分,鋼筋混凝土造,95年3月14日,十四層,
RPORMLPJPHNFFBF58CA,39,80.60,住家用,鋼筋混凝土造,68年7月17日,五層,四層 陽台
RPURMLPJPHNFFBF56CA,,37.53,見其他登記事項,鋼筋混凝土造,107年2月9日,十三層,十三層
RPURMLPJPHNFFBF56CA,,40.59,見其他登記事項,鋼筋混凝土造,107年2月9日,十三層,
RPXQMLTJPHNFFBF17CA,,40.25,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,十二層
RPXQMLTJPHNFFBF17CA,,5.51,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPXQMLTJPHNFFBF17CA,,41.84,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPUNMLNJPHNFFBF58CA,10,333.84,見其他登記事項,鋼筋混凝土造,97年1月11日,十五層,一層 二層 夾層
RPUNMLNJPHNFFBF58CA,10,75.16,共有部分,鋼筋混凝土造,97年1月11日,十五層,
RPUNMLNJPHNFFBF58CA,10,280.44,共有部分,鋼筋混凝土造,97年1月11日,十五層,
RPPSMLTJPHNFFBF56CA,,33.16,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,十三層
RPPSMLTJPHNFFBF56CA,,4.53,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPPSMLTJPHNFFBF56CA,,12.21,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPSSMLTJPHNFFBF86CA,,66.66,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,八層
RPSSMLTJPHNFFBF86CA,,9.12,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPSSMLTJPHNFFBF86CA,,51.59,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPPUMLPJPHNFFBF98CA,38,107.31,住家用,鋼筋混凝土造,69年8月2日,四層,四層
RPWUMLPJPHNFFBF07CA,4,78.62,見其他登記事項,鋼筋混凝土造,103年10月17日,十四層,十層
RPWUMLPJPHNFFBF07CA,4,61.19,見其他登記事項,鋼筋混凝土造,103年10月17日,十四層,
RPVSMLTJPHNFFBF17CA,,33.23,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,十三層
RPVSMLTJPHNFFBF17CA,,4.54,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPVSMLTJPHNFFBF17CA,,12.21,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPPTMLTJPHNFFBF66CA,29,107.21,住家用,鋼筋混凝土造,78年4月4日,五層,三層
RPXUMLQLPHNFFBF47CA,22,31.30,見其他登記事項,鋼筋混凝土造,85年3月11日,二十一層,地下三層
RPXOMLTKPHNFFBF07CA,39,85.80,商業用,鋼筋混凝土造,68年11月5日,五層,一層 平台 騎樓
RPURMLMKPHNFFBF98CA,,66.34,見其他登記事項,鋼筋混凝土造,107年1月3日,七層,七層
RPURMLMKPHNFFBF98CA,,57.98,見其他登記事項,鋼筋混凝土造,107年1月3日,七層,
RPWOMLTKPHNFFBF96CA,8,59.73,見其他登記事項,鋼筋混凝土造,99年10月22日,十三層,二層
RPWOMLTKPHNFFBF96CA,8,24.56,共有部分,鋼筋混凝土造,99年10月22日,十三層,
RPTNMLNKPHNFFBF58CA,12,70.94,住家用,鋼筋混凝土造,95年5月15日,十二層,十二層
RPTNMLNKPHNFFBF58CA,12,45.74,共有部分,鋼筋混凝土造,95年5月15日,十三層,
RPRNMLKKPHNFFBF08CA,1,92.92,見其他登記事項,鋼筋混凝土造,106年3月21日,十三層,二層
RPRNMLKKPHNFFBF08CA,1,74.45,見其他登記事項,鋼筋混凝土造,106年3月21日,十三層,
RPWQMLRKPHNFFBF96CA,5,49.00,見其他登記事項,鋼筋混凝土造,102年4月30日,十五層,十二層
RPWQMLRKPHNFFBF96CA,5,15.45,見其他登記事項,鋼筋混凝土造,102年4月30日,十五層,
RPWQMLRKPHNFFBF96CA,5,51.29,見其他登記事項,鋼筋混凝土造,102年4月30日,十五層,
RPRNMLKMPHNFFBF28CA,,33.78,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,十三層
RPRNMLKMPHNFFBF28CA,,4.62,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPRNMLKMPHNFFBF28CA,,39.53,見其他登記事項,鋼筋混凝土造,107年1月25日,十四層,
RPPRMLQKPHNFFBF88CA,,65.39,見其他登記事項,鋼筋混凝土造,107年1月3日,七層,四層
RPPRMLQKPHNFFBF88CA,,56.91,見其他登記事項,鋼筋混凝土造,107年1月3日,七層,
RPVPMLSKPHNFFBF86CA,13,140.87,住家用,鋼筋混凝土造,94年3月25日,十層,六層
RPVPMLSKPHNFFBF86CA,13,74.48,共有部分,鋼筋混凝土造,94年3月25日,十層,
RPPOMLMJPHNFFCF18CA,43,68.37,住家用,鋼筋混凝土造,64年11月5日,四層,三層
RPQPMLMJPHNFFCF38CA,24,78.96,住家用,鋼筋混凝土造,83年4月30日,十二層,五層
RPQPMLMJPHNFFCF38CA,24,18.42,共有部分,鋼筋混凝土造,83年4月30日,十二層,
RPVOMLMJPHNFFCF78CA,,70.54,見其他登記事項,見其他登記事項,107年2月7日,十四層,十層
RPVOMLMJPHNFFCF78CA,,88.08,見其他登記事項,見其他登記事項,107年2月7日,十四層,
RPPOMLOJPHNFFCF38CA,26,29.03,見使用執照,鋼筋混凝土造,81年10月5日,十二層,地下二層
RPPOMLOJPHNFFCF38CA,26,117.63,住家用,鋼筋混凝土造,81年10月5日,十二層,七層
RPPOMLOJPHNFFCF38CA,26,10.22,共有部分,鋼筋混凝土造,81年10月5日,十二層,
RPPOMLOJPHNFFCF38CA,26,.01,共有部分,鋼筋混凝土造,81年10月5日,十二層,
RPOPMLNKPHNFFCF38CA,42,86.21,住家用,鋼筋混凝土造,65年7月5日,四層,地下二層
RPPNMLLMPHNFFCF28CA,,59.17,見其他登記事項,鋼筋混凝土造,107年3月23日,七層,六層
RPPNMLLMPHNFFCF28CA,,37.69,見其他登記事項,鋼筋混凝土造,107年3月23日,七層,
