編號,車位類別,車位價格,車位面積(平方公尺)
RPWPMLSLPHNFFCD96CA,坡道平面,1300000,
RPRPMLPLPHNFFCD78CA,坡道平面,680000,29.01
RPTNMLPLPHNFFCD78CA,坡道平面,630000,29.01
RPRNMLPLPHNFFCD58CA,坡道平面,680000,29.01
RPWOMLPLPHNFFCD56CA,坡道平面,630000,29.01
RPUNMLPLPHNFFCD88CA,坡道平面,630000,29.01
RPXOMLPLPHNFFCD66CA,坡道平面,630000,29.01
RPOPMLPLPHNFFCD48CA,坡道平面,680000,29.01
RPRQMLSLPHNFFCD56CA,坡道平面,1200000,
RPWNMLPLPHNFFCD09CA,坡道平面,680000,29.01
RPOOMLPLPHNFFCD38CA,坡道平面,630000,29.01
RPVOMLPLPHNFFCD09CA,坡道平面,680000,29.01
RPUOMLPLPHNFFCD98CA,坡道平面,680000,29.01
RPPPMLPLPHNFFCD58CA,坡道平面,630000,29.01
RPUOMLQLPHNFFCD09CA,坡道平面,630000,29.01
RPUNMLLMPHNFFCD58CA,坡道平面,1300000,
RPUNMLLMPHNFFCD58CA,坡道平面,1300000,
RPTOMLQLPHNFFCD98CA,坡道平面,630000,29.01
RPQOMLOLPHNFFCD48CA,坡道平面,0,
RPWNMLLMPHNFFCD78CA,坡道平面,1150000,
RPWNMLLMPHNFFCD78CA,坡道平面,1150000,
RPVOMLQLPHNFFCD56CA,坡道平面,630000,29.01
RPSNMLLLPHNFFCD28CA,坡道平面,0,
RPTOMLRKPHNFFCD98CA,升降機械,0,
RPRNMLQKPHNFFCD58CA,坡道平面,0,
RPTPMLOJPHNFFAD48CA,坡道平面,0,13.40
RPTPMLOJPHNFFAD48CA,升降機械,0,13.40
RPPQMLMKPHNFFCD28CA,坡道平面,0,39.99
RPRNMLLLPHNFFAD97CA,坡道平面,0,33.74
RPRNMLLLPHNFFAD97CA,坡道平面,0,36.01
RPOOMLRKPHNFFAD28CA,坡道平面,0,47.44
RPUPMLQLPHNFFKD37CA,坡道平面,0,
RPSNMLSKPHNFFKD07CA,一樓平面,0,
RPSNMLQJPHNFFAD38CA,坡道平面,900000,
RPOQMLNKPHNFFAD08CA,坡道平面,1000000,
RPOQMLNKPHNFFAD08CA,坡道平面,1000000,
RPQNMLTJPHNFFAD48CA,坡道平面,0,44.26
RPQNMLTJPHNFFAD48CA,坡道平面,0,44.26
RPPOMLQJPHNFFAD18CA,坡道平面,0,26.52
RPSNMLTJPHNFFAD68CA,坡道平面,1000000,44.26
RPPQMLNKPHNFFAD18CA,坡道平面,900000,
RPPQMLNKPHNFFAD18CA,坡道平面,900000,
RPWNMLLKPHNFFCD58CA,坡道平面,0,25.54
RPWNMLLKPHNFFCD58CA,坡道平面,0,25.54
RPXOMLQLPHNFFCD76CA,坡道平面,680000,29.01
SPXOMLQLPHNFFCD86CA,坡道平面,680000,29.01
RPOPMLQLPHNFFCD58CA,坡道平面,680000,29.01
SPQPMLQLPHNFFCD88CA,坡道平面,680000,29.01
RPPPMLQLPHNFFCD68CA,坡道平面,680000,29.01
RPQPMLQLPHNFFCD78CA,坡道平面,680000,29.01
SPRNMLKMPHNFFCD28CA,坡道平面,630000,29.01
RPRNMLKMPHNFFCD18CA,坡道平面,630000,29.01
RPPNMLRJPHNFFKD56CA,坡道平面,0,22.39
RPSOMLTJPHNFFID96CA,坡道平面,0,
RPSNMLRJPHNFFID66CA,坡道機械,0,
RPQNMLRJPHNFFID09CA,坡道平面,0,
RPQNMLQJPHNFFFD68CA,一樓平面,0,
RPQNMLQJPHNFFFD68CA,一樓平面,0,
RPSNMLQJPHNFFFD88CA,一樓平面,0,
RPSNMLQJPHNFFFD88CA,一樓平面,0,
RPRNMLQJPHNFFFD78CA,一樓平面,0,
RPRNMLQJPHNFFFD78CA,一樓平面,0,
RPSNMLTJPHNFFGD66CA,坡道平面,0,
RPSNMLNKPHNFFKD56CA,坡道平面,880000,20.49
RPSOMLRKPHNFFKD07CA,坡道平面,0,
RPRNMLMJQHNFFCD18CA,其他,250000,
RPRNMLMJQHNFFCD18CA,其他,250000,
RPPNMLLKPHNFFCD87CA,坡道平面,0,
RPSNMLLKPHNFFCD18CA,坡道平面,0,
RPOPMLTJPHNFFCD68CA,坡道平面,1500000,
RPXOMLNLPHNFFCD09CA,坡道平面,1000000,35.53
RPXNMLKKPHNFFAD38CA,坡道平面,900000,
RPRNMLLKPHNFFAD87CA,坡道平面,0,24.22
RPWNMLLKPHNFFAD38CA,坡道平面,660000,30.66
RPUNMLTJPHNFFAD88CA,坡道平面,1000000,44.26
RPOOMLNKPHNFFAD87CA,其他,0,.87
RPOOMLNKPHNFFAD87CA,其他,0,.44
RPOOMLNKPHNFFAD87CA,坡道平面,0,23.55
RPOOMLNKPHNFFAD87CA,坡道平面,0,23.55
RPOOMLNKPHNFFAD87CA,坡道平面,0,21.80
RPSNMLNKPHNFFAD18CA,坡道平面,0,
RPVNMLTJPHNFFBD09CA,一樓平面,0,
RPQNMLQLPHNFFAD38CA,坡道平面,0,24.80
RPQOMLOLPHNFFBD38CA,一樓平面,950000,33.59
RPSOMLKKPHNFFBD08CA,坡道平面,0,
RPPOMLQKPHNFFKD76DA,坡道平面,0,
RPVNMLLJQHNFFKD66CA,一樓平面,0,
RPSNMLKMPHNFFAD18DA,坡道平面,0,
RPQNMLSJQHNFFKD86CA,坡道平面,0,
RPQPMLMKPHNFFKD56DA,坡道平面,0,
RPVNMLQLPHNFFKD27CA,坡道平面,950000,27.73
RPXNMLRKPHNFFAD56DA,坡道平面,0,
RPTPMLQKPHNFFAD78CA,坡道平面,880000,26.52
RPWNMLNKPHNFFAD58CA,一樓平面,0,10.72
RPUPMLKKPHNFFAD28CA,坡道機械,0,
RPUPMLKKPHNFFAD28CA,坡道機械,0,
RPQPMLLKPHNFFAD97CA,坡道平面,960000,30.66
RPSOMLLKPHNFFAD08CA,坡道平面,860000,30.66
RPWOMLRKPHNFFCD66CA,坡道平面,0,19.81
RPPNMLRKPHNFFCD48CA,一樓平面,1000000,14.95
RPQNMLRKPHNFFCD58CA,一樓平面,1000000,14.95
RPTPMLRKPHNFFKD27CA,坡道平面,0,38.07
RPTPMLRKPHNFFKD27CA,坡道平面,0,38.07
RPUOMLMKPHNFFKD76CA,坡道機械,0,
RPUOMLMKPHNFFKD76CA,坡道機械,0,
RPWNMLNKPHNFFKD96CA,坡道平面,0,
RPQPMLRKPHNFFKD96CA,坡道平面,0,
RPVOMLLKPHNFFKD76CA,坡道平面,0,20.49
RPVNMLKKPHNFFKD56CA,坡道平面,900000,40.45
RPQOMLKKPHNFFKD78CA,坡道平面,900000,40.45
RPQNMLLLPHNFFHD58CA,坡道平面,0,33.76
RPRNMLNKPHNFFHD78CA,一樓平面,0,
RPRNMLNKPHNFFHD78CA,一樓平面,0,
RPTOMLMKPHNFFKD66CA,坡道平面,0,35.57
RPPNMLMKPHNFFCD97CA,升降機械,0,
RPTOMLNKPHNFFCD58CA,坡道平面,0,
RPRPMLLKPHNFFCD28CA,坡道平面,0,24.43
RPPPMLNKPHNFFCD28CA,坡道平面,0,
RPPOMLNLPHNFFCD28CA,坡道機械,0,
RPTNMLSKPHNFFCD98CA,坡道平面,0,
RPPOMLLKPHNFFAD77CA,坡道平面,660000,30.66
RPTQMLMKPHNFFAD48CA,坡道平面,0,30.47
RPTQMLMKPHNFFAD48CA,坡道平面,0,30.47
RPOOMLTKPHNFFAD48CA,升降機械,0,6.65
RPRNMLNKPHNFFAD08CA,坡道平面,0,
RPTNMLRKPHNFFAD68CA,坡道機械,0,23.19
RPUNMLTKPHNFFAD98CA,坡道平面,60000,
RPSOMLQJQHNFFAD58CA,坡道平面,0,21.52
RPPNMLQKPHNFFID09DA,一樓平面,0,
